name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town,price
Pitt Street Dental Dunedin | Lumino The Dentists,"10 Pitt Street, Dunedin North, Dunedin 9016, New Zealand",03 477 0039,+64 3 477 0039,https://lumino.co.nz/dentists/pitt-street-dental-dunedin/?utm_source=google_business_profile&utm_medium=organic,4.3,38,OPERATIONAL,https://maps.google.com/?cid=3442354039727591080&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Otago,Dunedin,some_prices
Chew Dental,"2 Jenkins Street, Green Island, Dunedin 9018, New Zealand",03 425 0006,+64 3 425 0006,https://www.chewdental.co.nz/,4.8,101,OPERATIONAL,https://maps.google.com/?cid=12551668901605523033&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 7:00 PM; Tuesday: 8:30 AM – 7:00 PM; Wednesday: 8:30 AM – 7:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: 8:30 AM – 1:00 PM; Sunday: Closed,dental_clinic,Otago,Dunedin,full_prices
Knox Dental Centre | Lumino The Dentists,"483 George Street, Dunedin North, Dunedin 9016, New Zealand",03 477 1179,+64 3 477 1179,https://lumino.co.nz/dentists/knox-dental-dunedin/?utm_source=google%20my%20business&utm_medium=organic,4.7,36,OPERATIONAL,https://maps.google.com/?cid=6965575439471203202&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 8:00 PM; Tuesday: 7:00 AM – 8:00 PM; Wednesday: 7:00 AM – 8:00 PM; Thursday: 7:00 AM – 8:00 PM; Friday: 7:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,some_prices
Kaikorai Dental Surgery,"19 Nairn Street, Kaikorai, Dunedin 9010, New Zealand",03 466 7043,+64 3 466 7043,https://www.dentist.co.nz/dentist-detail/dunedin/kaikorai-dental-centre/A11007263,3.9,10,OPERATIONAL,https://maps.google.com/?cid=4252811028409260391&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Otago,Dunedin,no_prices
Origin Oral Surgeons,"Level 1/123 Vogel Street, Central Dunedin, Dunedin 9016, New Zealand",03 471 8881,+64 3 471 8881,http://originsurgeons.nz/,5,73,OPERATIONAL,https://maps.google.com/?cid=15141242071381186594&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,some_prices
Mornington Dental,"27 Mailer Street, Mornington, Dunedin 9011, New Zealand",03 453 4000,+64 3 453 4000,http://www.morningtondentist.co.nz/,4.6,14,OPERATIONAL,https://maps.google.com/?cid=15428379119544210756&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Gentle Dental,"10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 6071,+64 3 477 6071,http://www.gentdent.co.nz/,4.7,16,OPERATIONAL,https://maps.google.com/?cid=14609751413709223979&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 8:15 AM – 4:15 PM; Friday: 8:15 AM – 4:15 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Otago Dental Services,"83 Crawford Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 0106,+64 3 477 0106,http://www.otagodentalservice.co.nz/,4,6,OPERATIONAL,https://maps.google.com/?cid=1755153036980483012&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Green Island Dental Centre,"187 Main South Road, Green Island, Dunedin 9018, New Zealand",03 488 3129,+64 3 488 3129,http://greenislanddentist.co.nz/,4.4,10,OPERATIONAL,https://maps.google.com/?cid=3318153535925658829&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
John Heenan Dental Care,"106 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 1783,+64 3 477 1783,,5,2,OPERATIONAL,https://maps.google.com/?cid=9847695412581878282&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Otago,Dunedin,no_prices
Project Dental,"152 Hillside Road, South Dunedin, Dunedin 9012, New Zealand",03 455 3770,+64 3 455 3770,http://www.projectdental.co.nz/,3.8,26,OPERATIONAL,https://maps.google.com/?cid=11311306988309745754&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
McClea & Green Dental,"Burns House 7/10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 1783,+64 3 477 1783,https://www.mccleagreendental.nz/,5,5,OPERATIONAL,https://maps.google.com/?cid=12705461155025547945&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
CAP Dental,"Burns House Level 3/10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 0900,+64 3 477 0900,https://www.capdental.co.nz/?utm_source=google&utm_medium=wix_google_business_profile&utm_campaign=15700600575008376554,5,3,OPERATIONAL,https://maps.google.com/?cid=2125123745284916680&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 1:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Dentistry On Musselburgh,"84 Musselburgh Rise Left, Musselburgh, Dunedin 9013, New Zealand",03 455 0621,+64 3 455 0621,https://www.dentistdunedin.co.nz/make-an-appointment/,4.4,10,OPERATIONAL,https://maps.google.com/?cid=4948104744127989791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Otago Oral Surgery & Implant Centre,"Smile Co. Dental Building 373 Princes Street, Central Dunedin, Dunedin 9016, New Zealand",03 972 7835,+64 3 972 7835,https://otagooralsurgery.nz/,5,26,OPERATIONAL,https://maps.google.com/?cid=17577388272447015704&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:30 PM; Tuesday: Closed; Wednesday: 8:30 AM – 4:30 PM; Thursday: Closed; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
York Place Dental,"504 George Street, Dunedin North, Dunedin 9016, New Zealand",03 474 0557,+64 3 474 0557,https://dunedindentalcare.nz/yorkdental/,5,2,OPERATIONAL,https://maps.google.com/?cid=17114331551976613263&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Dentistry on Highgate (Smith Dental Ltd t/a Dentistry on Highgate),"289B Highgate, Roslyn, Dunedin 9010, New Zealand",03 474 0029,+64 3 474 0029,https://www.dunedindentists.nz/,4.4,7,OPERATIONAL,https://maps.google.com/?cid=18261763617544474889&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
South Dunedin Dental Laboratory,"1 King Edward Street, Kensington, Dunedin 9012, New Zealand",03 456 4066,+64 3 456 4066,http://www.dentlab.co.nz/,5,18,OPERATIONAL,https://maps.google.com/?cid=2240571771381969640&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Tony Ryder Dental Rooms,"504 George Street, Dunedin North, Dunedin 9016, New Zealand",03 477 8751,+64 3 477 8751,http://www.dunedindentalcare.nz/ryderdental,5,4,OPERATIONAL,https://maps.google.com/?cid=2366294769912942694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Victoria Liu Dental,"7 York Place, Dunedin North, Dunedin 9016, New Zealand",03 477 4440,+64 3 477 4440,http://www.vldental.co.nz/,2.9,8,OPERATIONAL,https://maps.google.com/?cid=18325826298510960265&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,some_prices
Dunbar Wilson Dental,"55 Crawford Street, Dunedin 9016, New Zealand",03 477 9765,+64 3 477 9765,http://dunbarwilson.co.nz/,4.8,17,OPERATIONAL,https://maps.google.com/?cid=17746400324209057229&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Te Kaika Wellbeing Hub,"25 College Street, Caversham, Dunedin 9012, New Zealand",03 471 9960,+64 3 471 9960,http://tekaika.nz/,3,68,OPERATIONAL,https://maps.google.com/?cid=12717203116195650503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,needs_verification,Otago,Dunedin,no_prices
Gentle Hygiene and Therapy,"Burns House Level 5/10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 6071,+64 3 477 6071,https://www.gentdent.co.nz/hygiene-therapy/,5,5,OPERATIONAL,https://maps.google.com/?cid=12027226239796147259&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 8:15 AM – 4:15 PM; Friday: 8:15 AM – 4:15 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,needs_verification,Otago,Dunedin,no_prices
London Street Specialists,"Vero House 34 London Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 3123,+64 3 477 3123,https://londonst.co.nz/,4.1,13,OPERATIONAL,https://maps.google.com/?cid=4186135094953242646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,needs_verification,Otago,Dunedin,no_prices
Knight Dental Specialists,"Trevian House | Lower Ground Floor/60 Tennyson Street, Central Dunedin, Dunedin 9016, New Zealand",03 777 3990,+64 3 777 3990,http://www.knightdental.co.nz/,4.8,19,OPERATIONAL,https://maps.google.com/?cid=2574024117141237694&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Perry Adank Dental Surgery,"504 George Street, Dunedin North, Dunedin 9016, New Zealand",03 477 7553,+64 3 477 7553,http://www.dunedindentalcare.nz/,5,2,OPERATIONAL,https://maps.google.com/?cid=347042944776291646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Mosgiel Community Oral Health Clinic,"19 Green Street, Mosgiel 9024, New Zealand",03 489 3480,+64 3 489 3480,https://www.southernhealth.nz/services/mosgiel-community-oral-health-clinic,4.5,2,OPERATIONAL,https://maps.google.com/?cid=6539615569321245559&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Mosgiel,no_prices
Green Island Wellness Centre,"2 Jenkins Street, Green Island, Dunedin 9018, New Zealand",03 425 0006,+64 3 425 0006,http://www.chewdental.co.nz/,4.8,22,OPERATIONAL,https://maps.google.com/?cid=576341866791394590&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 12:30 PM; Sunday: Closed,needs_verification,Otago,Dunedin,full_prices
Mosgiel Dental Centre,"26A Factory Road, Mosgiel 9024, New Zealand",03 489 6049,+64 3 489 6049,http://www.mosgieldentalcentre.co.nz/,4.8,11,OPERATIONAL,https://maps.google.com/?cid=17540166469998269851&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Mosgiel,no_prices
A1 smile clinic,"123 Balmacewen Road, Wakari, Dunedin 9010, New Zealand",0800 176 453,+64 800 176 453,https://www.a1smile.co.nz/,5,6,OPERATIONAL,https://maps.google.com/?cid=16676415918765063267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Revitalise Dental Ltd,"Consultancy House 3rd floor/7 Bond Street, Central Dunedin, Dunedin 9016, New Zealand",03 425 0135,+64 3 425 0135,http://www.revitalisedental.co.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=731633498038927084&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Dunedin Orthodontics,"Burns House Level 4/10 George Street, Central Dunedin, Dunedin 9016, New Zealand",03 477 6655,+64 3 477 6655,http://www.dunedinortho.co.nz/,4.9,80,OPERATIONAL,https://maps.google.com/?cid=13749799383749974795&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:00 PM; Tuesday: 8:30 AM – 1:00 PM; Wednesday: 8:30 AM – 4:00 PM; Thursday: Closed; Friday: 8:30 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Otago,Dunedin,no_prices
Mosgiel Dental Practice | Lumino The Dentists,"184 Gordon Road, Mosgiel 9024, New Zealand",03 489 7040,+64 3 489 7040,https://lumino.co.nz/dentists/mosgiel-dental-practice/?utm_source=google_business_profile&utm_medium=organic,4.9,11,OPERATIONAL,https://maps.google.com/?cid=10349814895831028833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Otago,Mosgiel,some_prices
