name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town,price,date_scraped
Auckland City Dentist,"87 Queen Street, Auckland CBD, Auckland 1010, New Zealand",09 373 2456,+64 9 373 2456,http://www.aucklandcitydentist.co.nz/,4.8,6,OPERATIONAL,https://maps.google.com/?cid=17414106471509090751&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Apex Dental,"9 Victoria Street East, Auckland CBD, Auckland 1010, New Zealand",09 379 0149,+64 9 379 0149,http://www.apexdental.co.nz/?utm_source=google-business&utm_medium=organic,4.1,92,OPERATIONAL,https://maps.google.com/?cid=14802504832134981126&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:30 AM – 5:00 PM; Tuesday: 9:30 AM – 5:00 PM; Wednesday: 9:30 AM – 3:00 PM; Thursday: 9:30 AM – 5:00 PM; Friday: 9:30 AM – 2:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: 9:00 AM – 1:00 PM,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
"Customs Street Dentist, Auckland CBD","5 Customs Street East, Auckland CBD, Auckland 1010, New Zealand",09 666 0050,+64 9 666 0050,http://customsstdentist.co.nz/,4.6,98,OPERATIONAL,https://maps.google.com/?cid=5354118322750135856&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 7:00 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 7:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Alba Smile Lounge,"7 Queen Street Shop 9a Level 2 Commercial Bay, Auckland CBD, Auckland 1010, New Zealand",09 869 6396,+64 9 869 6396,http://www.albasmilelounge.co.nz/,5,43,OPERATIONAL,https://maps.google.com/?cid=7302547182968925351&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 10:00 AM – 6:00 PM; Tuesday: 10:00 AM – 6:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 10:00 AM – 7:00 PM; Friday: 10:00 AM – 7:00 PM; Saturday: 10:00 AM – 7:00 PM; Sunday: 10:00 AM – 5:00 PM,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Freemans Bay Dental Centre,"40 College Hill, Freemans Bay, Auckland 1011, New Zealand",09 361 3610,+64 9 361 3610,http://www.freemansbaydental.net.nz/,4.7,44,OPERATIONAL,https://maps.google.com/?cid=7492831661403030545&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Auckland Family Dental: Parnell Dentistry,"Suite A/177 Parnell Road, Parnell, Auckland 1052, New Zealand",09 379 0709,+64 9 379 0709,http://www.parnelldentistry.co.nz/,4.9,206,OPERATIONAL,https://maps.google.com/?cid=11716847205175487420&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 7:30 AM – 6:30 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 4:30 PM; Saturday: 9:00 AM – 4:30 PM; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Re Dental Clinic,"1 Jervois Road, Herne Bay, Auckland 1011, New Zealand",09 600 1739,+64 9 600 1739,http://www.re-dental.co.nz/?utm_source=Google&utm_medium=GBP&utm_campaign=gbp,5,110,OPERATIONAL,https://maps.google.com/?cid=808740769092609403&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 10:30 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
The Fono City Healthcare Centre,"33 Wyndham Street, Auckland CBD, Auckland 1010, New Zealand",09 302 2496,+64 9 302 2496,https://thefono.org/,4.2,153,OPERATIONAL,https://maps.google.com/?cid=2480122043673785899&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Shortland Dental,"Level 3/79 Queen Street, Auckland CBD, Auckland 1010, New Zealand",09 739 0296,+64 9 739 0296,https://shortlanddental.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=9960434826105701095&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Grafton Dental,"8 Nugent Street, Grafton, Auckland 1023, New Zealand",09 320 4161,+64 9 320 4161,https://graftondental.co.nz/,4.8,178,OPERATIONAL,https://maps.google.com/?cid=6541036578255044419&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 2:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Dr Wondersmile - Auckland,"Unit 7B, 7th Floor/9 Victoria Street East, Auckland CBD, Auckland 1010, New Zealand",,,https://www.drwondersmile.co.nz/,4.6,149,OPERATIONAL,https://maps.google.com/?cid=5366421337531512095&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 10:00 AM – 5:00 PM; Wednesday: 10:00 AM – 5:00 PM; Thursday: 10:00 AM – 5:00 PM; Friday: 10:00 AM – 5:00 PM; Saturday: 10:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Karl Johnston,"Dental Centre Ground Floor/73 Symonds Street, Grafton, Auckland 1010, New Zealand",09 379 7380,+64 9 379 7380,http://www.justsmile.co.nz/,4.8,18,OPERATIONAL,https://maps.google.com/?cid=1834944628092776792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 5:00 PM; Tuesday: 7:30 AM – 5:00 PM; Wednesday: 7:30 AM – 4:00 PM; Thursday: 7:30 AM – 6:00 PM; Friday: 7:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
St Patrick's Square Medical and Dental Centre,"33 Wyndham Street, Auckland CBD, Auckland 1010, New Zealand",09 302 2495,+64 9 302 2495,,5,1,OPERATIONAL,https://maps.google.com/?cid=17175761610490643623&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Dental Health with Anna Caldwell,"City Centre 3/79 Queen Street, Auckland CBD, Auckland 1010, New Zealand",027 727 5262,+64 27 727 5262,https://www.annacaldwell.co.nz/,5,6,OPERATIONAL,https://maps.google.com/?cid=4827681838039731378&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 2:00 – 8:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: Closed; Friday: 8:00 AM – 7:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Auckland Oral & Maxillofacial Surgery Group,"Ground floor, Auckland CBD, Auckland 1010, New Zealand",09 369 5566,+64 9 369 5566,http://www.aoms.co.nz/,4.6,60,OPERATIONAL,https://maps.google.com/?cid=11509180428197789601&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Dentist On Parnell,"7B/77 The Strand, Parnell, Auckland 1010, New Zealand",09 377 5205,+64 9 377 5205,http://www.dentistonparnell.co.nz/,4.9,17,OPERATIONAL,https://maps.google.com/?cid=3777016269501329787&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Auckland City Orthodontics CBD,"2/79 Queen Street, Auckland CBD, Auckland 1010, New Zealand",09 377 7607,+64 9 377 7607,https://www.aucklandcityorthodontics.co.nz/book-a-free-consultation?utm_source=google&utm_medium=local&utm_campaign=1&utm_content=primary,5,204,OPERATIONAL,https://maps.google.com/?cid=14139973009277689064&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 9:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Keith Nelson & Associates,"103 Franklin Road, Freemans Bay, Auckland 1011, New Zealand",09 378 0877,+64 9 378 0877,https://www.keithnelson.co.nz/,4.8,79,OPERATIONAL,https://maps.google.com/?cid=12248507998302615048&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 6:00 PM; Tuesday: 7:30 AM – 6:00 PM; Wednesday: 7:30 AM – 6:00 PM; Thursday: 7:30 AM – 6:00 PM; Friday: 7:30 AM – 6:00 PM; Saturday: 8:30 AM – 1:30 PM; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Eden Dental Centre,"Unit 3/1 Porters Avenue, Eden Terrace, Auckland 1024, New Zealand",09 373 5141,+64 9 373 5141,https://www.edendental.co.nz/,4.8,28,OPERATIONAL,https://maps.google.com/?cid=16240117858494322178&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 4:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Metro Dental Care,"79 Queen Street, Auckland CBD, Auckland 1010, New Zealand",09 379 0296,+64 9 379 0296,,3.7,3,OPERATIONAL,https://maps.google.com/?cid=8936622669401104045&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 6:00 PM; Tuesday: 7:30 AM – 6:00 PM; Wednesday: 7:30 AM – 6:00 PM; Thursday: 7:30 AM – 6:00 PM; Friday: 7:30 AM – 6:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Quay Park Specialist Day Hospital,"Quay Park Specialist Day Hospital Level 2, 2/68 Beach Road, Auckland CBD, Auckland 1010, New Zealand",09 919 2500,+64 9 919 2500,https://www.quayparksurgical.co.nz/,4.1,18,OPERATIONAL,https://maps.google.com/?cid=6728152281819195818&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 7:00 AM – 5:00 PM; Wednesday: 7:00 AM – 5:00 PM; Thursday: 7:00 AM – 5:00 PM; Friday: 7:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Chemist Warehouse Auckland - Lower Queen St,"1A/155 Queen Street, Auckland CBD, Auckland 1010, New Zealand",09 941 4911,+64 9 941 4911,https://www.chemistwarehouse.co.nz/,4.1,449,OPERATIONAL,https://maps.google.com/?cid=74094257688230315&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 9:00 PM; Tuesday: 8:00 AM – 9:00 PM; Wednesday: 8:00 AM – 9:00 PM; Thursday: 8:00 AM – 9:00 PM; Friday: 8:00 AM – 9:00 PM; Saturday: 8:00 AM – 9:00 PM; Sunday: 8:00 AM – 9:00 PM,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
"Dr. Hisham Abdalla, Dr Hisham's Holistic Oral Care System","32 Mahuhu Crescent, Auckland CBD, Auckland 1010, New Zealand",09 377 2012,+64 9 377 2012,http://www.drhishams.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=3796757811471619597&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 7:30 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 7:30 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Dental Artistry - Auckland Dentist,"Level 1/38 Broadway, Newmarket, Auckland 1023, New Zealand",09 524 4541,+64 9 524 4541,https://dentalartistry.co.nz/?utm_campaign=gmb-auckland&utm_source=google&utm_medium=organic&utm_term=website&utm_content=gmb-website,4.9,335,OPERATIONAL,https://maps.google.com/?cid=15647750568793069391&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Ponsonby Teeth,"213 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",09 953 4093,+64 9 953 4093,https://www.ponsonbyteeth.co.nz/,4.8,65,OPERATIONAL,https://maps.google.com/?cid=11273247512139927312&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 7:00 PM; Tuesday: 8:00 AM – 7:00 PM; Wednesday: 8:00 AM – 7:00 PM; Thursday: 8:00 AM – 7:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: 8:30 AM – 4:00 PM; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Newmarket Family Dental Care,"38 Broadway, Newmarket, Auckland 1023, New Zealand",09 529 9273,+64 9 529 9273,http://newmarketfamilydentist.co.nz/,4.9,92,OPERATIONAL,https://maps.google.com/?cid=8887433320715531207&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: 9:00 AM – 3:00 PM; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Auckland Dental Care,"Ground Floor/9 Anzac Street, Takapuna, Auckland 0622, New Zealand",09 869 3500,+64 9 869 3500,https://akldentalcare.co.nz/,5,168,OPERATIONAL,https://maps.google.com/?cid=8483800186981424611&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 6:00 PM; Thursday: 8:30 AM – 8:00 PM; Friday: 8:30 AM – 6:00 PM; Saturday: 8:30 AM – 2:00 PM; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
The Cosmetic Clinic Queen Street,"246 Queen Street, Auckland CBD, Auckland 1010, New Zealand",09 220 4366,+64 9 220 4366,https://www.thecosmeticclinic.co.nz/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=website+link,4.8,295,OPERATIONAL,https://maps.google.com/?cid=11034331739084228739&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 10:00 AM – 6:00 PM; Tuesday: 9:00 AM – 7:30 PM; Wednesday: 9:00 AM – 7:30 PM; Thursday: 9:00 AM – 7:30 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 10:00 AM – 5:30 PM; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
The Whitening Co Ponsonby Studio - Auckland Teeth Whitening,"4 Ponsonby Road, Ponsonby, Auckland 1011, New Zealand",0800 294 4836,+64 800 294 4836,http://www.whiteningco.nz/,4.9,139,OPERATIONAL,https://maps.google.com/?cid=6600954483807521755&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 9:00 PM; Wednesday: 10:00 AM – 6:00 PM; Thursday: 9:00 AM – 9:00 PM; Friday: 10:00 AM – 6:00 PM; Saturday: 9:00 AM – 4:00 PM; Sunday: 10:00 AM – 2:00 PM,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
Affordable Dentists Ellerslie,"2/2 Robert Street, Ellerslie, Auckland 1051, New Zealand",09 525 5913,+64 9 525 5913,https://affordabledentists.co.nz/,5,411,OPERATIONAL,https://maps.google.com/?cid=14989230122893064217&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 8:30 AM – 6:30 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Auckland,Auckland CBD,no_prices,2026-03-18
