name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town,price
Nelson Orthodontics,"27 Waimea Road, Nelson South, Nelson 7010, New Zealand",03 546 6981,+64 3 546 6981,http://www.nelsonortho.nz/,4.7,27,OPERATIONAL,https://maps.google.com/?cid=12050764537829679575&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Nelson,full_prices
Dental Aesthetics Limited,"132 Collingwood Street, Nelson 7010, New Zealand",03 545 8440,+64 3 545 8440,https://www.dentalaesthetics.co.nz/our-team/,,,OPERATIONAL,https://maps.google.com/?cid=15958413251492972337&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Nelson,no_prices
Community Oral Health,"225 Nayland Road, Stoke, Nelson 7011, New Zealand",03 539 5321,+64 3 539 5321,,,,OPERATIONAL,https://maps.google.com/?cid=6105728142500354805&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Nelson,no_prices
Emmaus Dental | Richmond,"205 Queen Street, Richmond 7020, New Zealand",03 544 8178,+64 3 544 8178,http://www.emmaus.dental/,4.6,32,OPERATIONAL,https://maps.google.com/?cid=8253819650547513004&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Richmond,no_prices
Steph Wills Dental Surgery,"4 Salisbury Road, Richmond 7020, New Zealand",03 544 5985,+64 3 544 5985,http://www.stephwillsdental.co.nz/,5,5,OPERATIONAL,https://maps.google.com/?cid=6809120845137908543&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Richmond,no_prices
Bays Dentures,"41 Washbourn Drive, Richmond 7020, New Zealand",03 546 4455,+64 3 546 4455,http://www.baysdentures.co.nz/,5,13,OPERATIONAL,https://maps.google.com/?cid=5781242728318002180&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Richmond,no_prices
My Smile NZ,"195 Queen Street, Richmond 7020, New Zealand",022 307 7975,+64 22 307 7975,https://www.fresha.com/book-now/skinpro-the-brows-lash-space-my-smile-nz-oukim79v/all-offer?pId=678771,,,OPERATIONAL,https://maps.google.com/?cid=15801453262779698965&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: Closed,dental_clinic,Nelson/Tasman,Richmond,no_prices
Nelson Orthodontics,"57 Salisbury Road, Richmond 7020, New Zealand",03 546 6981,+64 3 546 6981,https://www.nelsonortho.nz/,4.8,6,OPERATIONAL,https://maps.google.com/?cid=9212841869091410354&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Richmond,full_prices
Waimea Dental,"57 Salisbury Road, Richmond 7020, New Zealand",03 544 1902,+64 3 544 1902,https://www.waimeadental.co.nz/,,,OPERATIONAL,https://maps.google.com/?cid=12822901491619327592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Richmond,no_prices
Emmaus Dental | Motueka,"20 Greenwood Street, Motueka 7120, New Zealand",03 528 0303,+64 3 528 0303,http://www.emmaus.dental/,4.6,10,OPERATIONAL,https://maps.google.com/?cid=12353055678118090449&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Motueka,no_prices
Steph Wills Dental Motueka,"106 High Street, Motueka 7120, New Zealand",03 528 0032,+64 3 528 0032,https://www.stephwillsdental.co.nz/,4,16,OPERATIONAL,https://maps.google.com/?cid=17289652665837014653&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Motueka,no_prices
Mapua Dental Service,"101-A Aranui Road, Māpua 7005, New Zealand",03 548 6564,+64 3 548 6564,,5,2,OPERATIONAL,https://maps.google.com/?cid=10972726854839927435&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Māpua,no_prices
One Dental - Mapua,"66 Aranui Road, Best Island, Māpua 7005, New Zealand",03 540 3440,+64 3 540 3440,http://www.onedental.co.nz/,5,13,OPERATIONAL,https://maps.google.com/?cid=17265427583643169763&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Māpua,no_prices
Golden Bay Dental Centre,"120 Commercial Street, Tākaka 7110, New Zealand",03 525 8340,+64 3 525 8340,,3,14,OPERATIONAL,https://maps.google.com/?cid=4632336690344848414&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,"Monday: Closed; Tuesday: 8:30 AM – 1:00 PM, 1:30 – 4:30 PM; Wednesday: 8:30 AM – 1:00 PM, 1:30 – 4:30 PM; Thursday: 8:30 AM – 1:00 PM, 1:30 – 4:30 PM; Friday: Closed; Saturday: Closed; Sunday: Closed",dental_clinic,Nelson/Tasman,Tākaka,no_prices
Nelson Endodontic Centre,"27 Waimea Road, Nelson South, Nelson 7010, New Zealand",03 546 6981,+64 3 546 6981,https://www.waimeadental.co.nz/,5,1,OPERATIONAL,https://maps.google.com/?cid=12270882757466585769&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Nelson/Tasman,Nelson,no_prices
