name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town,price,date_scraped
Taylor Dental Practice,"95 Lemon Street, New Plymouth Central, New Plymouth 4312, New Zealand",06 759 1047,+64 6 759 1047,http://www.taylordental.co.nz/,3.5,23,OPERATIONAL,https://maps.google.com/?cid=13507828114105777749&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
Happy Teeth Dental,"21 Devon Street West, Manifold, New Plymouth 4310, New Zealand",06 759 8288,+64 6 759 8288,https://yellow.co.nz/y/happy-teeth-dental-new,4.5,33,OPERATIONAL,https://maps.google.com/?cid=14112472325676978307&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
Rangiatea Community Dental Clinic,"131 South Road, Spotswood, New Plymouth 4310, New Zealand",06 751 3507,+64 6 751 3507,http://www.tdhb.org.nz/,3.7,3,OPERATIONAL,https://maps.google.com/?cid=2035381976185269553&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
Te Henui Dental Clinic,"74 Mangorei Road, Strandon, New Plymouth 4312, New Zealand",06 757 3405,+64 6 757 3405,,4.8,6,OPERATIONAL,https://maps.google.com/?cid=7567933889539476610&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
Capsite Dental Limited,"31 Tukapa Street, Westown, New Plymouth 4310, New Zealand",06 758 2307,+64 6 758 2307,http://www.dentist.co.nz/dentist-detail/new-plymouth/capsite-dental/A11006938,4.5,14,OPERATIONAL,https://maps.google.com/?cid=4928357103409934772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:00 PM; Tuesday: 8:30 AM – 4:00 PM; Wednesday: 8:30 AM – 4:00 PM; Thursday: Closed; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
Kerry Hamilton Dental New Plymouth | Lumino The Dentists,"13 Mangorei Road, Strandon, New Plymouth 4312, New Zealand",06 758 3732,+64 6 758 3732,https://lumino.co.nz/dentists/kerry-hamilton-dental-surgery-new-plymouth/?utm_source=google_business_profile&utm_medium=organic,3.5,21,OPERATIONAL,https://maps.google.com/?cid=5612991881161875422&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
Dental Design Studio,"455 Devon Street East, Strandon, New Plymouth 4312, New Zealand",06 758 5678,+64 6 758 5678,http://www.dentaldesignstudio.co.nz/,3.7,3,OPERATIONAL,https://maps.google.com/?cid=18298820612654780472&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 4:00 PM; Tuesday: 9:00 AM – 4:00 PM; Wednesday: 9:00 AM – 4:00 PM; Thursday: 9:00 AM – 4:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: 9:00 AM – 4:00 PM; Sunday: Closed,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
TCB Dentures,"1 David Street, Westown, New Plymouth 4310, New Zealand",06 753 8833,+64 6 753 8833,http://www.tcbdentures.co.nz/,5,59,OPERATIONAL,https://maps.google.com/?cid=4226414984615244507&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
Sparkle White Teeth New Plymouth,"5A Puketotara Street, Highlands Park, New Plymouth 4312, New Zealand",022 656 4558,+64 22 656 4558,,,,OPERATIONAL,https://maps.google.com/?cid=7780163719492491586&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 4:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 10:00 AM – 4:00 PM; Sunday: 1:00 – 4:00 PM,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
Total Orthodontics,"95 Lemon Street, New Plymouth Central, New Plymouth 4312, New Zealand",06 759 1053,+64 6 759 1053,http://www.totalorthodontics.co.nz/,5,11,OPERATIONAL,https://maps.google.com/?cid=2935644690883249683&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
XYZ Dentures (IPS Denture Studio Ltd),"411 Devon Street East, Strandon, New Plymouth 4310, New Zealand",06 759 4078,+64 6 759 4078,http://xyzdentures.co.nz/,4.8,26,OPERATIONAL,https://maps.google.com/?cid=12553435117715246029&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
Taranaki Orthodontics,"258 Courtenay Street, Strandon, New Plymouth 4312, New Zealand",06 759 0123,+64 6 759 0123,http://www.taranakiorthodontics.co.nz/,4.9,48,OPERATIONAL,https://maps.google.com/?cid=15804573161897990736&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 9:00 AM – 4:30 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
Dental Artistry,"79 Liardet Street, New Plymouth Central, New Plymouth 4310, New Zealand",0800 999 009,+64 800 999 009,,3.5,4,OPERATIONAL,https://maps.google.com/?cid=15960439238111637795&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Taranaki,New Plymouth,no_prices,2026-03-18
Hawera Dental Surgery,"5 Furlong Street, Hāwera 4610, New Zealand",06 278 3279,+64 6 278 3279,https://haweradentalsurgery.co.nz/,3.2,17,OPERATIONAL,https://maps.google.com/?cid=8162037818909134562&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,Hāwera,no_prices,2026-03-18
Dental Care High St,"24 High Street, Hāwera 4610, New Zealand",06 278 5562,+64 6 278 5562,http://www.dentist.co.nz/dentist-detail/hawera/dental-care-high-street/A13011462,3.7,10,OPERATIONAL,https://maps.google.com/?cid=2253755461654642881&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:15 AM – 5:15 PM; Tuesday: 8:15 AM – 5:15 PM; Wednesday: 8:15 AM – 5:15 PM; Thursday: 8:15 AM – 5:15 PM; Friday: 8:15 AM – 5:15 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,Hāwera,no_prices,2026-03-18
Ms M A Costelloe,"82 Miranda Street, Stratford 4332, New Zealand",06 765 5839,+64 6 765 5839,http://www.stratforddental.co.nz/,4.2,30,OPERATIONAL,https://maps.google.com/?cid=18214351429199469721&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,Stratford,no_prices,2026-03-18
Inglewood Dental Surgery,"12 Brown Street, Inglewood 4330, New Zealand",06 756 8717,+64 6 756 8717,https://www.inglewooddental.nz/,4.6,11,OPERATIONAL,https://maps.google.com/?cid=11844375124505436390&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 6:30 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 12:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,Inglewood,no_prices,2026-03-18
Taylor Dental Waitara,"26 Grey Street, Located in Tui Ora Health Centre Tui Ora Centre, Waitara 4320, New Zealand",06 759 1047,+64 6 759 1047,https://taylordental.co.nz/contact-us,5,1,OPERATIONAL,https://maps.google.com/?cid=5798824412247765926&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,Waitara,no_prices,2026-03-18
Opunake Medical Centre,"20/26 Napier Street, Ōpunake 4616, New Zealand",06 761 7324,+64 6 761 7324,http://opunakemedical.co.nz/,3.4,10,OPERATIONAL,https://maps.google.com/?cid=13763363725833874649&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,Ōpunake,no_prices,2026-03-18
CoastalCare,"26 Napier Street, Ōpunake 4616, New Zealand",06 761 8488,+64 6 761 8488,http://www.coastalcare.co.nz/,,,OPERATIONAL,https://maps.google.com/?cid=5703434248321100690&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 9:00 AM – 12:00 PM; Sunday: Closed,dental_clinic,Taranaki,Ōpunake,no_prices,2026-03-18
Coastal Veterinary Services,"24 Tasman Street, 70A Victoria Stree, Ōpunake 4616, New Zealand",06 761 8105,+64 6 761 8105,http://www.coastalvets.co.nz/,4.7,59,OPERATIONAL,https://maps.google.com/?cid=745592919031566313&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,Ōpunake,no_prices,2026-03-18
Opunake Pharmacy,"26 Napier Street, Ōpunake 4616, New Zealand",06 761 8144,+64 6 761 8144,https://www.opunakepharmacy.co.nz/,4.8,6,OPERATIONAL,https://maps.google.com/?cid=9723546627059200028&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 9:00 AM – 12:00 PM; Sunday: Closed,dental_clinic,Taranaki,Ōpunake,no_prices,2026-03-18
Opunake Supermarket,"59 Tasman Street, Ōpunake 4616, New Zealand",06 761 8686,+64 6 761 8686,,4.3,100,OPERATIONAL,https://maps.google.com/?cid=12131081863675028536&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 8:00 PM; Tuesday: 7:30 AM – 8:00 PM; Wednesday: 7:30 AM – 8:00 PM; Thursday: 7:30 AM – 8:00 PM; Friday: 7:30 AM – 8:00 PM; Saturday: 7:30 AM – 8:00 PM; Sunday: 7:30 AM – 8:00 PM,dental_clinic,Taranaki,Ōpunake,no_prices,2026-03-18
Opunake Coastal Pharmacy,"55 Tasman Street, Ōpunake 4616, New Zealand",,,,5,5,OPERATIONAL,https://maps.google.com/?cid=11246481074421218166&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: 10:00 AM – 1:00 PM; Sunday: Closed,dental_clinic,Taranaki,Ōpunake,no_prices,2026-03-18
Opunake Health Centre,"Havelock Street, Ōpunake 4616, New Zealand",06 761 8777,+64 6 761 8777,http://www.coastalcare.co.nz/,,,OPERATIONAL,https://maps.google.com/?cid=5146268110397380074&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Taranaki,Ōpunake,no_prices,2026-03-18
Opunake Primary School,"Longfellow Road, Ōpunake 4616, New Zealand",06 761 8367,+64 6 761 8367,http://www.opunakeprimary.school.nz,,,OPERATIONAL,https://maps.google.com/?cid=2994300991707615714&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 3:00 PM; Tuesday: 9:00 AM – 3:00 PM; Wednesday: 9:00 AM – 3:00 PM; Thursday: 9:00 AM – 3:00 PM; Friday: 9:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,Ōpunake,no_prices,2026-03-18
Patea Pharmacy,"71 Egmont Street, Pātea 4520, New Zealand",06 273 8338,+64 6 273 8338,http://www.pateapharmacy.co.nz/,4.5,15,OPERATIONAL,https://maps.google.com/?cid=7506711708627458428&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,Pātea,no_prices,2026-03-18
Patea Health Clinic,"29 Victoria Street, Pātea 4520, New Zealand",06 273 8255,+64 6 273 8255,,4,1,OPERATIONAL,https://maps.google.com/?cid=2270577552902557757&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Taranaki,Pātea,no_prices,2026-03-18
Patea Community Health Centre,"1 Lincoln Street, Pātea 4520, New Zealand",06 273 8088,+64 6 273 8088,https://www.healthpoint.co.nz/gps-accident-urgent-medical-care/gp/ngati-ruanui-patea-medical-centre/,3,1,OPERATIONAL,https://maps.google.com/?cid=10966481933509044368&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Taranaki,Pātea,no_prices,2026-03-18
Eltham Dental Centre,"193 High Street, Eltham 4322, New Zealand",06 764 8732,+64 6 764 8732,,4.3,11,OPERATIONAL,https://maps.google.com/?cid=4698954764775764216&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Taranaki,Eltham,no_prices,2026-03-18
Urenui & Mōkau Rural Healthcare Inc. - Head Office,"15A Takiroa Street, Urenui 4375, New Zealand",0800 000 281,+64 800 000 281,https://www.facebook.com/UrenuiandMokauHealthcare,,,OPERATIONAL,https://maps.google.com/?cid=12756999886047709027&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: Closed; Wednesday: Closed; Thursday: Closed; Friday: 10:30 AM – 12:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Taranaki,Urenui,no_prices,2026-03-18
Four Square Urenui,"16 Ngakoti Street, Taranaki, Urenui 4349, New Zealand",06 752 3895,+64 6 752 3895,https://www.foursquare.co.nz/lower-north-island/taranaki/urenui?utm_source=google&utm_medium=organic&utm_campaign=Google+My+Business&utm_term=plcid_12515541478685045183&utm_content=Four+Square+Urenui,4.4,243,OPERATIONAL,https://maps.google.com/?cid=11270631935927864564&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 6:30 AM – 7:00 PM; Tuesday: 6:30 AM – 7:00 PM; Wednesday: 6:30 AM – 7:00 PM; Thursday: 6:30 AM – 7:00 PM; Friday: 6:30 AM – 7:00 PM; Saturday: 6:30 AM – 7:00 PM; Sunday: 7:00 AM – 6:30 PM,dental_clinic,Taranaki,Urenui,no_prices,2026-03-18
Mokau Motel,"53 Main Rd, Mokau 4376, New Zealand",06 752 9725,+64 6 752 9725,http://www.mokaumotels.co.nz/,4.7,124,OPERATIONAL,https://maps.google.com/?cid=13498399091711262850&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Open 24 hours; Tuesday: Open 24 hours; Wednesday: Open 24 hours; Thursday: Open 24 hours; Friday: Open 24 hours; Saturday: Open 24 hours; Sunday: Open 24 hours,dental_clinic,Taranaki,Mokau,no_prices,2026-03-18
