name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town,price,date_scraped
Baywide Smiles Dental,"5/1334 Cameron Road, Gate Pa, Tauranga 3112, New Zealand",07 578 4622,+64 7 578 4622,https://www.baywidesmiles.co.nz/,4.9,74,OPERATIONAL,https://maps.google.com/?cid=9139871962593998068&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: 9:30 AM – 3:00 PM; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Duncan Dental 11th Ave (moved to 186 Fraser Street),"120 Eleventh Avenue, Tauranga 3110, New Zealand",07 578 6228,+64 7 578 6228,https://www.duncandental.co.nz/186-fraser-steeet-tauranga,4.2,31,OPERATIONAL,https://maps.google.com/?cid=10718994505892724698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Tauranga Community Dental Clinic,"24 Eighteenth Avenue, Tauranga South, Tauranga 3112, New Zealand",07 578 3070,+64 7 578 3070,,5,1,OPERATIONAL,https://maps.google.com/?cid=14287075331297757878&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Lumino The Dentists: Willows Dental Centre Tauranga,"2 Willow Street, Tauranga 3110, New Zealand",07 578 6096,+64 7 578 6096,https://lumino.co.nz/dentists/willow-dental-centre-tauranga/?utm_source=google_business_profile&utm_medium=organic,4.5,30,OPERATIONAL,https://maps.google.com/?cid=13793770364821288322&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 7:30 AM – 1:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Tooth Fairy Dental - Papamoa,"3 Palm Springs Boulevard, Papamoa Beach, Tauranga 3118, New Zealand",07 575 6278,+64 7 575 6278,https://www.toothfairydental.co.nz/papamoa-clinic/,4.9,148,OPERATIONAL,https://maps.google.com/?cid=677204795155253050&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Team Dental Greerton,"1426 Cameron Road, Greerton, Tauranga 3112, New Zealand",07 281 1032,+64 7 281 1032,https://www.team-dental.co.nz/bay-of-plenty/greerton/?utm_campaign=greerton&utm_medium=gbp&utm_source=google,4.7,101,OPERATIONAL,https://maps.google.com/?cid=15749258930546880794&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Lakes Dental Pyes Pa,"200 Lakes Boulevard, Pyes Pa, Tauranga 3112, New Zealand",07 578 5221,+64 7 578 5221,https://www.lakesdental.co.nz/,5,8,OPERATIONAL,https://maps.google.com/?cid=8452335251977810190&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 1:00 PM; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Tauranga Dentists,"850 Cameron Road, Tauranga South, Tauranga 3112, New Zealand",07 578 8848,+64 7 578 8848,http://taurangadentists.co.nz/,4.2,5,OPERATIONAL,https://maps.google.com/?cid=10412108900330013127&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Smile Art Dental,"1115 Cameron Road, Gate Pa, Tauranga 3110, New Zealand",07 577 0012,+64 7 577 0012,http://www.smileart.co.nz/,4.9,85,OPERATIONAL,https://maps.google.com/?cid=16114907637814589722&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Welcome Bay Dental Care,"33 Hairini Street, Hairini, Tauranga 3112, New Zealand",07 544 6080,+64 7 544 6080,http://www.wbdc.co.nz/,4.8,29,OPERATIONAL,https://maps.google.com/?cid=18244068627778428973&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
ER Dental at Pyes Pa,"10/83 Pyes Pa Road, Pyes Pa, Tauranga 3112, New Zealand",07 577 1478,+64 7 577 1478,https://www.erdental.co.nz/er-dental-pyes-pa/,4.9,414,OPERATIONAL,https://maps.google.com/?cid=13801913042252237909&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Papamoa Dental Centre,"532 Papamoa Beach Road, Papamoa Beach, Tauranga 3118, New Zealand",07 542 2294,+64 7 542 2294,http://www.papamoadentalcentre.co.nz/,4.7,63,OPERATIONAL,https://maps.google.com/?cid=6177697840460621317&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Denta Care,"30 Maranui Street, Mount Maunganui 3116, New Zealand",07 575 2345,+64 7 575 2345,http://www.dentacaredentist.co.nz/,4.6,48,OPERATIONAL,https://maps.google.com/?cid=8043301672476427295&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Fiona Paterson Dentist,"233 Maunganui Road, Mount Maunganui 3116, New Zealand",07 571 2860,+64 7 571 2860,http://www.gardensdental.co.nz/,5,88,OPERATIONAL,https://maps.google.com/?cid=1235466633076133685&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Tooth Fairy Dental Bethlehem,"227 SH2, Bethlehem, Tauranga 3010, New Zealand",07 579 1323,+64 7 579 1323,https://www.toothfairydental.co.nz/bethlehem-clinic/,4.9,117,OPERATIONAL,https://maps.google.com/?cid=962384065696953522&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Tooth Fairy Dental - Mt Maunganui,"2 Kupe Avenue, Mount Maunganui 3116, New Zealand",07 575 6278,+64 7 575 6278,https://www.toothfairydental.co.nz/mount-maunganui-clinic/,5,119,OPERATIONAL,https://maps.google.com/?cid=9596033866287310189&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Dr Gary Davies - Brush Dental,"87 Fraser Street, Tauranga South, Tauranga 3112, New Zealand",07 213 0232,+64 7 213 0232,http://www.brushdental.co.nz/,5,13,OPERATIONAL,https://maps.google.com/?cid=18378205101329047157&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:15 PM; Tuesday: 8:00 AM – 5:15 PM; Wednesday: 8:00 AM – 5:15 PM; Thursday: 8:00 AM – 5:15 PM; Friday: 8:30 AM – 5:15 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
The Dentists - Tauranga (Harley Dentistry),"344 Otumoetai Road, Otūmoetai, Tauranga 3110, New Zealand",07 576 3104,+64 7 576 3104,https://www.harleydentistry.co.nz/,3.8,12,OPERATIONAL,https://maps.google.com/?cid=14130137883367930836&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Tauranga OMS,"15 Brown Street, Tauranga 3110, New Zealand",07 578 8847,+64 7 578 8847,http://www.taurangaoms.co.nz/,4.3,48,OPERATIONAL,https://maps.google.com/?cid=3915034967769672038&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
DentalPlus Mount Maunganui | Dentist & Orthodontics,"41 Girven Road, Mount Maunganui 3116, New Zealand",07 575 5808,+64 7 575 5808,https://dentalplus.co.nz/,4.9,120,OPERATIONAL,https://maps.google.com/?cid=4110649061531949254&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Beyond Dental Papamoa,"7/33 Toorea Street, Papamoa Beach, Tauranga 3187, New Zealand",07 987 2825,+64 7 987 2825,https://beyonddental.co.nz/,5,265,OPERATIONAL,https://maps.google.com/?cid=18301274378786599792&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 6:30 PM; Friday: 8:00 AM – 5:00 PM; Saturday: 8:00 AM – 2:30 PM; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Duncan Dental Fraser Street,"186 Fraser Street, Tauranga South, Tauranga 3112, New Zealand",07 578 6228,+64 7 578 6228,https://www.duncandental.co.nz/186-fraser-steeet-tauranga,3.7,3,OPERATIONAL,https://maps.google.com/?cid=7303692447803183202&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Corson Dental,"2 Willow Street, Tauranga 3110, New Zealand",07 578 3243,+64 7 578 3243,http://www.corsondental.co.nz/,4.7,15,OPERATIONAL,https://maps.google.com/?cid=8101857785112040814&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 6:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Bethlehem Dentists Tauranga | Lumino The Dentists,"16 Bethlehem Road, Bethlehem, Tauranga 3110, New Zealand",07 579 1669,+64 7 579 1669,https://lumino.co.nz/dentists/bethlehem-dentists-tauranga/?utm_source=google_business_profile&utm_medium=organic,4.2,30,OPERATIONAL,https://maps.google.com/?cid=14539587094531047059&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Tauranga Periodontics and Dental Implants,"10/71 Tenth Avenue, Tauranga South, Tauranga 3110, New Zealand",07 571 2863,+64 7 571 2863,https://www.taurangaperiodontics.co.nz/,4.3,6,OPERATIONAL,https://maps.google.com/?cid=6551534470507388137&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Holmes Dental,"233 Maunganui Road, Mount Maunganui 3116, New Zealand",07 571 2860,+64 7 571 2860,https://www.holmesdental.co.nz/,5,18,OPERATIONAL,https://maps.google.com/?cid=9510126955687585773&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Greerton Dental Laboratory (NZCDP),"128 Chadwick Road, Greerton, Tauranga 3112, New Zealand",07 578 9659,+64 7 578 9659,,4.1,25,OPERATIONAL,https://maps.google.com/?cid=7330632040912616905&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 4:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Otumoetai Community Dental Clinic,"Otūmoetai, Tauranga 3110, New Zealand",07 576 6752,+64 7 576 6752,,5,3,OPERATIONAL,https://maps.google.com/?cid=9653608061369086406&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Dental Associates Papamoa,"26 Gravatt Road, Papamoa Beach, Tauranga 3118, New Zealand",07 574 3844,+64 7 574 3844,http://dap.net.nz/,4.8,69,OPERATIONAL,https://maps.google.com/?cid=9096919053960205819&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Tauranga Special Care Dentistry,"38 Cliff Road, Tauranga 3110, New Zealand",07 282 7401,+64 7 282 7401,https://www.taurangascd.nz/,3.7,6,OPERATIONAL,https://maps.google.com/?cid=4185878093483567340&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
Mount Maunganui Dental Centre,"257 Maunganui Road, Mount Maunganui 3116, New Zealand",07 575 5719,+64 7 575 5719,,4.4,7,OPERATIONAL,https://maps.google.com/?cid=1314808276049209448&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Bay of Plenty,Tauranga,no_prices,2026-03-18
