name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town,price
Ilam Dental Centre,"110 Memorial Avenue, Burnside, Christchurch 8053, New Zealand",03 348 1602,+64 3 348 1602,http://www.ilamdental.co.nz/,4.7,63,OPERATIONAL,https://maps.google.com/?cid=3459757675075017875&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 6:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 6:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Christchurch Hospital Dental Department,"2 Oxford Terrace, Christchurch Central City, Christchurch 8011, New Zealand",03 364 0250,+64 3 364 0250,http://www.cdhb.health.nz/Hospitals-Services/Specialist-Care/Hospital-Dental-Service/Pages/default.aspx,3.3,24,OPERATIONAL,https://maps.google.com/?cid=6030725227685577860&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Maidstone Dental,"78 Maidstone Road, Ilam, Christchurch 8041, New Zealand",03 357 0446,+64 3 357 0446,https://maidstonedental.co.nz/,4.9,86,OPERATIONAL,https://maps.google.com/?cid=8711245351245243854&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Duxton Dental,"22 Bartlett Street, Riccarton, Christchurch 8011, New Zealand",03 348 5488,+64 3 348 5488,https://www.duxtondental.co.nz/?utm_source=google&utm_medium=organic&utm_campaign=Google%20My%20Business%20Page,5,80,OPERATIONAL,https://maps.google.com/?cid=10859017429342895503&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Church Corner Dental Surgery,"2 Yaldhurst Road, Upper Riccarton, Christchurch 8041, New Zealand",03 348 5750,+64 3 348 5750,https://churchcornerdental.co.nz/,4.8,132,OPERATIONAL,https://maps.google.com/?cid=2686225639682406709&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 2:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Lumino On Cambridge Christchurch | Lumino The Dentists,"75 Cambridge Terrace, Christchurch Central City, Christchurch 8013, New Zealand",03 366 1948,+64 3 366 1948,https://lumino.co.nz/dentists/lumino-on-cambridge-christchurch/?utm_source=google_business_profile&utm_medium=organic,4.9,54,OPERATIONAL,https://maps.google.com/?cid=3708937451854349674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Ferry Road Dental Centre,"276 Ferry Road, Phillipstown, Christchurch 8011, New Zealand",03 381 1504,+64 3 381 1504,http://www.ferryrddental.co.nz/,3.9,26,OPERATIONAL,https://maps.google.com/?cid=7002357470002477646&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:15 PM; Tuesday: 8:30 AM – 5:15 PM; Wednesday: 8:30 AM – 5:15 PM; Thursday: 8:30 AM – 5:15 PM; Friday: 8:30 AM – 5:15 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Team Dental Riccarton,"178 Riccarton Road, Riccarton, Christchurch 8041, New Zealand",03 341 1122,+64 3 341 1122,https://www.team-dental.co.nz/christchurch/riccarton/?utm_campaign=riccarton&utm_medium=gbp&utm_source=google,4.7,436,OPERATIONAL,https://maps.google.com/?cid=16547292212636178697&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 8:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 8:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Dental Care on Barrington,"295 Barrington Street, Spreydon, Christchurch 8244, New Zealand",03 337 3766,+64 3 337 3766,https://www.dentalhealth.co.nz/,4.4,46,OPERATIONAL,https://maps.google.com/?cid=8050431668542761941&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Palms Dental centre,"25 Marshland Road, Shirley, Christchurch 8061, New Zealand",03 385 1466,+64 3 385 1466,http://www.palmsdentist.co.nz/,3.8,82,OPERATIONAL,https://maps.google.com/?cid=9264455013509658407&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 8:00 PM; Tuesday: 8:30 AM – 8:00 PM; Wednesday: 8:30 AM – 7:00 PM; Thursday: 8:30 AM – 8:00 PM; Friday: 8:30 AM – 5:45 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Dana Dental Ltd,"3 Pilgrim Place, Sydenham, Christchurch 8011, New Zealand",03 379 6591,+64 3 379 6591,https://danadental.co.nz/,5,7,OPERATIONAL,https://maps.google.com/?cid=17990440078667181743&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Tony Jackson Dental,"69 Cambridge Terrace, Christchurch Central City, Christchurch 8013, New Zealand",03 366 9969,+64 3 366 9969,https://www.tonyjacksondental.co.nz/,5,4,OPERATIONAL,https://maps.google.com/?cid=9759345738826725188&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:00 PM; Tuesday: Closed; Wednesday: 8:00 AM – 6:00 PM; Thursday: Closed; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Golden Grin Teeth Whitening Christchurch Chch,"226 Kilmore Street, Christchurch Central City, Christchurch 8011, New Zealand",03 261 6175,+64 3 261 6175,http://goldengrinteeth.co.nz/?utm_source=google&utm_medium=banner&utm_campaign=GoldenGrin_gmb_1,5,15,OPERATIONAL,https://maps.google.com/?cid=3902934779504041591&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:00 AM – 10:00 PM; Tuesday: 7:00 AM – 10:00 PM; Wednesday: 7:00 AM – 10:00 PM; Thursday: 7:00 AM – 10:00 PM; Friday: 7:00 AM – 10:00 PM; Saturday: 7:00 AM – 10:00 PM; Sunday: 7:00 AM – 10:00 PM,dental_clinic,Canterbury,Christchurch CBD,no_prices
Carlton Dental Care,"24 Papanui Road, Merivale, Christchurch 8014, New Zealand",03 355 8020,+64 3 355 8020,https://www.carltondental.co.nz/,4.8,106,OPERATIONAL,https://maps.google.com/?cid=3720299496411998715&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 6:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Bush Dental,"400 Greers Road, Bishopdale, Christchurch 8053, New Zealand",03 352 6233,+64 3 352 6233,https://christchurchdentists.nz/,4.6,119,OPERATIONAL,https://maps.google.com/?cid=3109651253138723499&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Hillmorton Community Dental Clinic,"80-82 Sylvan Street, Middleton, Christchurch 8024, New Zealand",0800 846 983,+64 800 846 983,https://www.cdhb.health.nz/health-services/community-dental-service/,4.3,9,OPERATIONAL,https://maps.google.com/?cid=15948757592237844552&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 4:30 PM; Thursday: 8:00 AM – 4:30 PM; Friday: 8:00 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Wisdom Dental,"140 Idris Road, Strowan, Christchurch 8052, New Zealand",03 242 0362,+64 3 242 0362,https://www.wisdomdental.co.nz/,5,29,OPERATIONAL,https://maps.google.com/?cid=10320472296032574140&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Harris Dental Christchurch | Lumino The Dentists,"62 Bealey Avenue, Christchurch Central City, Christchurch 8013, New Zealand",03 366 9982,+64 3 366 9982,https://lumino.co.nz/dentists/harris-dental-christchurch/?utm_source=google_business_profile&utm_medium=organic,4.6,32,OPERATIONAL,https://maps.google.com/?cid=11709674167018011831&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 6:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
The Teeth Whitening Lab - Christchurch Former Dental Therapist,"86A Halton Street, Strowan, Christchurch 8052, New Zealand",0274 103 355,+64 274 103 355,http://theteethwhiteninglabchch.co.nz/,5,4,OPERATIONAL,https://maps.google.com/?cid=9923641811339773949&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 2:00 PM; Sunday: 9:00 AM – 5:00 PM,dental_clinic,Canterbury,Christchurch CBD,no_prices
Smilesville Dental,"Riccarton, 131 Riccarton Road, Riccarton, Christchurch 8041, New Zealand",03 341 6800,+64 3 341 6800,https://www.smilesville.co.nz/,4.7,194,OPERATIONAL,https://maps.google.com/?cid=3117829297415785079&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:30 PM; Tuesday: 8:30 AM – 5:30 PM; Wednesday: 8:30 AM – 5:30 PM; Thursday: 8:30 AM – 5:30 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
"Cosmetic Denture Clinic - Denture Expert in Complete, Partial and Immediate Dentures","914 Colombo Street, Christchurch Central City, Christchurch 8013, New Zealand",03 365 2859,+64 3 365 2859,http://www.cosmeticdentureclinic.co.nz/,5,41,OPERATIONAL,https://maps.google.com/?cid=5194812658434734698&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 6:00 PM; Tuesday: 9:00 AM – 6:00 PM; Wednesday: 9:00 AM – 6:00 PM; Thursday: 9:00 AM – 6:00 PM; Friday: 9:00 AM – 6:00 PM; Saturday: 9:00 AM – 6:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
G&E Dental,"369 Main South Road, Hornby, Christchurch 8042, New Zealand",03 347 4703,+64 3 347 4703,http://www.gedental.nz/,4.6,479,OPERATIONAL,https://maps.google.com/?cid=11139384443069252674&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 7:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 7:00 PM; Saturday: 9:00 AM – 5:00 PM; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Linwood Dental Centre,"211 Linwood Avenue, Linwood, Christchurch 8011, New Zealand",03 389 9730,+64 3 389 9730,https://linwooddentalcentre.co.nz/,3.8,12,OPERATIONAL,https://maps.google.com/?cid=18039055598809260780&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
Windsor Dental Centre,"142 Marshland Road, Shirley, Christchurch 8061, New Zealand",03 385 3778,+64 3 385 3778,http://www.windsordentalcentre.co.nz/,4.6,42,OPERATIONAL,https://maps.google.com/?cid=14587737609549959965&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 7:00 PM; Tuesday: 8:30 AM – 7:00 PM; Wednesday: 8:30 AM – 7:00 PM; Thursday: 8:30 AM – 7:00 PM; Friday: 8:30 AM – 5:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Canterbury,Christchurch CBD,no_prices
