name,address,phone_national,phone_international,website,rating,total_ratings,business_status,google_maps_url,opening_hours,category,region,town,price
Taradale Family Dental,"28 Lee Road, Taradale, Napier 4112, New Zealand",06 845 4595,+64 6 845 4595,http://www.taradalefamilydental.co.nz/,4.9,14,OPERATIONAL,https://maps.google.com/?cid=17227757834075652772&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Deco Dental,"274 Kennedy Road, Onekawa, Napier 4110, New Zealand",06 843 9064,+64 6 843 9064,https://www.decodental.nz/,3.8,12,OPERATIONAL,https://maps.google.com/?cid=10855534178726975910&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 7:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Pearl of Ahuriri - Dental Care,"6 Ossian Street, Ahuriri, Napier 4110, New Zealand",06 651 7645,+64 6 651 7645,http://pearlofahuriri.co.nz/,4.5,27,OPERATIONAL,https://maps.google.com/?cid=14694657329365411833&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
"Taradale Dentist, Napier - Lumino The Dentists","20A Puketapu Road, Taradale, Napier 4112, New Zealand",06 844 2448,+64 6 844 2448,https://lumino.co.nz/dentists/taradale-dentist/?utm_source=google_business_profile&utm_medium=organic,4.7,57,OPERATIONAL,https://maps.google.com/?cid=3942792761526465358&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: Closed; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
The Oral Surgery Centre,"98 Wellesley Road, Napier South, Napier 4110, New Zealand",06 835 0887,+64 6 835 0887,http://www.oralsurgerycentre.co.nz/,4.5,17,OPERATIONAL,https://maps.google.com/?cid=1353217605681861791&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: Closed; Tuesday: 8:00 AM – 4:00 PM; Wednesday: 8:00 AM – 4:00 PM; Thursday: 8:00 AM – 4:00 PM; Friday: 8:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Hawkes Bay Denture Care Ltd,"243 Kennedy Road, Onekawa, Napier 4110, New Zealand",06 843 5898,+64 6 843 5898,http://www.hawkesbaydenturecare.co.nz/,5,13,OPERATIONAL,https://maps.google.com/?cid=5638106107014129315&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Artisan Denture Studio - Dentures in Napier,"120 Shakespeare Road, Bluff Hill, Napier 4110, New Zealand",06 650 7368,+64 6 650 7368,https://www.facebook.com/DenturesNapier/,5,10,OPERATIONAL,https://maps.google.com/?cid=13116524001570059548&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 4:00 PM; Tuesday: 9:00 AM – 4:00 PM; Wednesday: 9:00 AM – 4:00 PM; Thursday: 9:00 AM – 4:00 PM; Friday: 9:00 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Hawkes Bay Periodontics & Dental Implants,"215 Hastings Street, Napier South, Napier 4110, New Zealand",06 833 7405,+64 6 833 7405,http://www.hawkesbayperiodontics.co.nz/contact/,5,2,OPERATIONAL,https://maps.google.com/?cid=7042426676831377778&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Dentures Direct Karen Pedersen,"169 Taradale Road, Pirimai, Napier 4112, New Zealand",027 240 6433,+64 27 240 6433,https://www.facebook.com/DenturesDirectNapier/,4.8,16,OPERATIONAL,https://maps.google.com/?cid=6203640963597514130&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 4:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Gary Winter,"106 Raffles Street, Napier South, Napier 4110, New Zealand",06 835 6253,+64 6 835 6253,http://www.dentalonraffles.co.nz/,5,1,OPERATIONAL,https://maps.google.com/?cid=1609479411616079461&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Mitre 10 MEGA Napier,"180 Prebensen Drive, Onekawa, Napier 4110, New Zealand",06 833 8100,+64 6 833 8100,https://www.mitre10.co.nz/store-locator?storeCode=42&storeName=Mitre-10-MEGA-Napier&utm_source=google&utm_medium=organic&utm_campaign=gbp-Mitre-10-MEGA-Napier&utm_content=listing-42,4.4,1778,OPERATIONAL,https://maps.google.com/?cid=11986493371643429918&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 6:00 PM; Tuesday: 7:30 AM – 6:00 PM; Wednesday: 7:30 AM – 6:00 PM; Thursday: 7:30 AM – 6:00 PM; Friday: 7:30 AM – 6:00 PM; Saturday: 7:30 AM – 6:00 PM; Sunday: 8:00 AM – 6:00 PM,dental_clinic,Hawke's Bay,Napier,no_prices
Ocean Orthodontics,"182 Kennedy Road, Marewa, Napier 4110, New Zealand",06 835 8425,+64 6 835 8425,http://www.oceanorthodontics.co.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=10371835927896745267&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: Closed; Friday: Closed; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Dental Clinics,"243 Kennedy Road, Onekawa, Napier 4110, New Zealand",,,,,,OPERATIONAL,https://maps.google.com/?cid=3421178589440251616&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Hawke's Bay,Napier,no_prices
The Cosmetic Clinic Napier,"Cnr Tennyson & Market Street, 36 Tennyson Street, Napier South, Napier 4110, New Zealand",06 833 5040,+64 6 833 5040,https://www.thecosmeticclinic.co.nz/?utm_source=google&utm_medium=organic&utm_campaign=gmb&utm_term=website+link,4.9,222,OPERATIONAL,https://maps.google.com/?cid=6340442701944722859&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 7:00 PM; Wednesday: 9:00 AM – 7:00 PM; Thursday: 9:00 AM – 7:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: 9:00 AM – 4:00 PM; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Devine Smile Design Ltd,"4/62 Munroe Street, Napier South, Napier 4110, New Zealand",06 844 8024,+64 6 844 8024,http://devinesmiledesign.nz/,4.4,7,OPERATIONAL,https://maps.google.com/?cid=5476784866885138711&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Mark Clifford Dental Creations,"250 Gloucester Street, Taradale, Napier 4112, New Zealand",06 835 7535,+64 6 835 7535,https://www.dentalcreations.co.nz/,5,6,OPERATIONAL,https://maps.google.com/?cid=1699957103355590424&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 – 11:59 AM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Napier,no_prices
Tamatea Intermediate Community Dental Clinic,"15 Freyberg Avenue, Tamatea, Napier 4112, New Zealand",06 873 4864,+64 6 873 4864,http://www.ourhealthhb.nz/,,,OPERATIONAL,https://maps.google.com/?cid=13341788532403671804&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,,dental_clinic,Hawke's Bay,Napier,no_prices
Hastings Dentist - Golden Apple Dental,"Hastings Health Centre, 303 Saint Aubyn Street West, Hastings 4122, New Zealand",06 873 8565,+64 6 873 8565,http://www.gadental.co.nz/,4.5,67,OPERATIONAL,https://maps.google.com/?cid=3663975790056158434&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:10 AM – 6:00 PM; Tuesday: 8:10 AM – 6:00 PM; Wednesday: 8:10 AM – 6:00 PM; Thursday: 8:10 AM – 6:00 PM; Friday: 8:10 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
Bay Dental Care,"507 Saint Aubyn Street West, Hastings 4122, New Zealand",06 878 8791,+64 6 878 8791,http://www.baydentalcare.nz/,4.7,48,OPERATIONAL,https://maps.google.com/?cid=16316473345349241592&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:00 AM – 3:30 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 6:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
The Dental Institute,"Tribune First Floor/113 Karamu Road North, Hastings 4122, New Zealand",06 870 6362,+64 6 870 6362,http://www.tdi.nz/,4.6,7,OPERATIONAL,https://maps.google.com/?cid=14527071623029185221&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 4:30 PM; Tuesday: 8:00 AM – 4:30 PM; Wednesday: 8:00 AM – 5:30 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:30 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
Dental@105,"105 Southampton Street West, St Leonards, Hastings 4122, New Zealand",06 876 5868,+64 6 876 5868,http://dentalat105.co.nz/,4.7,29,OPERATIONAL,https://maps.google.com/?cid=11848968354831695010&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
Aesthetic Dental Limited,"305 Lyndon Road West, Hastings 4122, New Zealand",06 878 8171,+64 6 878 8171,https://www.aestheticdental.co.nz/,4.4,16,OPERATIONAL,https://maps.google.com/?cid=5572216379271270840&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
David Marriott Dental,"300 Southampton Street West, St Leonards, Hastings 4122, New Zealand",06 876 5797,+64 6 876 5797,http://www.davidmarriottdental.co.nz/,4.8,95,OPERATIONAL,https://maps.google.com/?cid=3017001541305396071&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
Lumino Hastings | Lumino The Dentists,"309 Southampton Street West, St Leonards, Hastings 4122, New Zealand",06 876 9983,+64 6 876 9983,https://lumino.co.nz/dentists/smile-centre-hastings/?utm_source=google%20my%20business&utm_medium=organic,4.4,38,OPERATIONAL,https://maps.google.com/?cid=12708906242377696540&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 4:30 PM; Tuesday: 8:30 AM – 4:30 PM; Wednesday: 8:30 AM – 4:30 PM; Thursday: 8:30 AM – 4:30 PM; Friday: 8:30 AM – 4:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
Helen Cho & Ken Joe Dental,"307 Nelson Street South, Hastings 4122, New Zealand",06 878 9321,+64 6 878 9321,,4,22,OPERATIONAL,https://maps.google.com/?cid=13819829564525835042&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
Frimley Dental,"317 Frimley Avenue, Frimley, Hastings 4120, New Zealand",06 870 6202,+64 6 870 6202,http://www.frimleydental.co.nz/,4.7,26,OPERATIONAL,https://maps.google.com/?cid=5264934095456744204&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 1:00 PM; Wednesday: 8:30 AM – 4:00 PM; Thursday: 8:30 AM – 5:00 PM; Friday: 8:30 AM – 1:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
The Hastings Health Centre,"303 Saint Aubyn Street West, Hastings 4122, New Zealand",06 873 8999,+64 6 873 8999,https://hastingshealth.co.nz/,4,213,OPERATIONAL,https://maps.google.com/?cid=3371442478826506928&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 8:00 PM; Tuesday: 8:00 AM – 8:00 PM; Wednesday: 8:00 AM – 8:00 PM; Thursday: 8:00 AM – 8:00 PM; Friday: 8:00 AM – 8:00 PM; Saturday: 8:00 AM – 8:00 PM; Sunday: 8:00 AM – 8:00 PM,dental_clinic,Hawke's Bay,Hastings,no_prices
Smilehaus Dental,"92 Te Mata Road, Havelock North 4130, New Zealand",06 877 7278,+64 6 877 7278,http://smilehaus.nz/,4.9,30,OPERATIONAL,https://maps.google.com/?cid=18333628441241475887&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 7:30 AM – 5:00 PM; Tuesday: 7:30 AM – 7:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
Advanced Dental Lab,"809 Heretaunga Street East, Akina, Hastings 4122, New Zealand",06 873 3033,+64 6 873 3033,,5,4,OPERATIONAL,https://maps.google.com/?cid=11081953593374759346&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
Peak Dental,"136 Te Mata Road, Havelock North 4130, New Zealand",06 877 7029,+64 6 877 7029,http://www.peakdental.co.nz/,3.4,12,OPERATIONAL,https://maps.google.com/?cid=8516315269569437593&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
Hastings Denture Studio Ltd,"201 King Street North, Hastings 4122, New Zealand",06 844 0383,+64 6 844 0383,,5,6,OPERATIONAL,https://maps.google.com/?cid=18312232941270368717&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:30 AM – 5:00 PM; Tuesday: 8:30 AM – 5:00 PM; Wednesday: 8:30 AM – 5:00 PM; Thursday: 8:30 AM – 3:00 PM; Friday: 8:30 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
iSmile Dental - Dentures Hastings,"705 Omahu Road, Frimley, Hastings 4120, New Zealand",021 423 328,+64 21 423 328,https://ismiledental.co.nz/,,,OPERATIONAL,https://maps.google.com/?cid=12212900945420641561&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 8:00 AM – 5:00 PM; Tuesday: 8:00 AM – 5:00 PM; Wednesday: 8:00 AM – 5:00 PM; Thursday: 8:00 AM – 5:00 PM; Friday: 8:00 AM – 5:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
Neil Carlisle Denture Studio,"306 Eastbourne Street East, Hastings 4122, New Zealand",06 870 4477,+64 6 870 4477,https://www.ncdenturestudio.co.nz/,5,3,OPERATIONAL,https://maps.google.com/?cid=12378661270225167047&g_mp=Cidnb29nbGUubWFwcy5wbGFjZXMudjEuUGxhY2VzLlNlYXJjaFRleHQQAhgEIAA,Monday: 9:00 AM – 5:00 PM; Tuesday: 9:00 AM – 5:00 PM; Wednesday: 9:00 AM – 5:00 PM; Thursday: 9:00 AM – 5:00 PM; Friday: 9:00 AM – 3:00 PM; Saturday: Closed; Sunday: Closed,dental_clinic,Hawke's Bay,Hastings,no_prices
